chr	Start	End	Length	Hits	center	median
chr1	108977705	108977992	288	28.01657715	108977879	108977892
chr1	109537443	109538043	601	179.2546085	109537856	109537843
chr1	111421647	111421771	125	5.491763974	111421715	111421709
chr1	111451254	111451408	155	20.78718473	111451346	111451344
chr1	111735836	111736156	321	8.216193757	111736122	111736026
chr1	111795590	111795721	132	11.54128523	111795643	111795649
chr1	112224841	112224908	68	20.65847151	112224843	112224844
chr1	112531526	112531603	78	11.43402421	112531579	112531576
chr1	113839221	113839289	69	7.315201231	113839249	113839249
chr1	113983031	113983120	90	4.33334501	113983075	113983076
chr1	114279699	114279801	103	6.607278531	114279767	114279767
chr1	114963207	114963882	676	34.19481162	114963343	114963415
chr1	115571573	115571963	391	27.75915071	115571636	115571690
chr1	115932669	115932887	219	23.14692706	115932731	115932750
chr1	116521650	116521933	284	12.72115639	116521710	116521761
chr1	116957697	116957773	77	5.019815507	116957724	116957727
chr1	118494600	118494725	126	18.21292037	118494655	118494655
chr1	118498523	118498627	105	3.818492138	118498586	118498594
chr1	118538687	118538729	43	2.76733419	118538717	118538716
chr1	118555438	118555719	282	10.29705745	118555670	118555627
chr1	118597398	118598146	749	206.2414799	118597787	118597773
chr1	118725691	118725798	108	8.773951036	118725759	118725754
chr1	118837186	118837560	375	26.40766192	118837309	118837338
chr1	118986441	118986853	413	52.21466216	118986677	118986676
chr1	119276444	119276474	31	1.759080648	119276459	119276459
chr1	119528770	119528962	193	32.77896622	119528865	119528865
chr1	119559144	119559487	344	18.57760782	119559436	119559385
chr1	119769143	119770010	868	349.4992916	119769732	119769717
chr1	119891499	119891693	195	5.298694146	119891530	119891592
chr1	120100541	120100700	160	8.73104663	120100653	120100640
chr1	120190674	120191364	691	139.3106064	120191057	120191042
chr1	120632327	120632364	38	2.295385723	120632353	120632353
chr1	121146899	121147415	517	33.3367235	121147130	121147161
chr1	121313367	121313513	147	6.113877861	121313429	121313443
chr1	121317100	121317157	58	3.732683326	121317115	121317117
chr1	121327085	121327438	354	48.41762222	121327139	121327168
chr1	121406881	121407026	146	19.52150475	121406937	121406937
chr1	121440614	121440667	54	2.917499611	121440643	121440643
chr1	121809357	121810172	816	161.5779932	121809646	121809673
chr1	122348780	122348997	218	22.41755216	122348897	122348910
chr1	122665012	122665082	71	3.410900281	122665054	122665060
chr1	123989429	123989556	128	10.03963101	123989504	123989496
chr1	124746257	124746772	516	118.7808481	124746648	124746603
chr1	125427908	125428555	648	164.7100148	125428239	125428246
chr1	125580012	125580100	89	21.53801183	125580047	125580048
chr1	126185737	126186043	307	16.71126615	126185964	126185928
chr1	126515594	126515686	93	11.84161607	126515650	126515649
chr1	126655400	126656058	659	194.9576211	126655754	126655697
chr1	126729014	126729172	159	43.22618909	126729095	126729099
chr1	126737772	126737860	89	8.623785615	126737806	126737808
chr1	126872334	126872531	198	11.94887708	126872397	126872419
chr1	127047006	127047461	456	53.07275028	127047128	127047148
chr1	127145698	127145759	62	3.561065702	127145721	127145721
chr1	127378666	127378841	176	14.56604585	127378767	127378759
chr1	127465668	127465708	41	3.217830453	127465683	127465683
chr1	127519125	127519290	166	5.577572786	127519136	127519200
chr1	127987331	127988049	719	147.0119473	127987689	127987683
chr1	128010894	128011001	108	8.838307645	128010945	128010945
chr1	128178428	128178807	380	42.34664877	128178727	128178696
chr1	128440617	128440678	62	4.676580259	128440628	128440632
chr1	128517248	128517571	324	106.0167873	128517315	128517325
chr1	128520714	128520861	148	24.79874669	128520773	128520769
chr1	128533721	128533869	149	80.2312393	128533771	128533772
chr1	128543307	128544242	936	207.7216819	128543703	128543696
chr1	128789386	128790028	643	74.33188347	128789683	128789690
chr1	129706026	129706129	104	14.45878484	129706101	129706096
chr1	129861906	129861952	47	3.303639265	129861941	129861941
chr1	130540619	130540785	167	13.10729605	130540682	130540704
chr1	130999313	130999427	115	8.881212051	130999345	130999348
chr1	131157823	131158100	278	6.907609373	131157831	131157924
chr1	131181227	131181299	73	12.0346859	131181249	131181251
chr1	131206514	131206619	106	13.04293944	131206542	131206543
chr1	131358242	131358496	255	64.63548771	131358407	131358400
chr1	131409302	131410230	929	110.9936984	131409972	131409871
chr1	131565495	131565559	65	2.896047408	131565533	131565535
chr1	131594527	131594686	160	47.70969952	131594611	131594609
chr1	131829471	131829663	193	49.34006695	131829581	131829579
chr1	132020649	132021093	445	76.84179123	132020800	132020818
chr1	132381366	132382040	675	302.9480111	132381673	132381674
chr1	132523653	132523937	285	40.07271525	132523861	132523853
chr1	132618349	132618698	350	12.82841741	132618587	132618529
chr1	132989773	132989804	32	3.582517905	132989792	132989792
chr1	133464845	133464995	151	23.4472579	133464908	133464910
chr1	133488068	133488186	119	36.01824887	133488121	133488121
chr1	133740254	133740369	116	11.79871166	133740314	133740315
chr1	133952683	133952905	223	24.94891211	133952794	133952797
chr1	134071513	134071603	91	8.967020863	134071577	134071576
chr1	134492576	134492739	164	4.934006695	134492614	134492659
chr1	134534549	134535539	991	184.6176592	134534915	134534951
chr1	134629947	134629981	35	2.874595205	134629965	134629965
chr1	134671110	134671868	759	102.5844349	134671520	134671483
chr1	134738176	134738210	35	2.938951814	134738198	134738198
chr1	134740740	134740781	42	3.282187062	134740741	134740741
chr1	134815038	134815427	390	43.24764129	134815402	134815334
chr1	134851922	134852000	79	16.81852717	134851937	134851938
chr1	134904003	134904298	296	46.98032462	134904274	134904257
chr1	135131042	135131323	282	11.60564184	135131323	135131191
chr1	135169444	135169599	156	36.03970108	135169549	135169545
chr1	135357740	135357864	125	11.62709404	135357782	135357788
chr1	135481996	135482482	487	66.56618598	135482333	135482275
chr1	135485064	135485098	35	2.080863693	135485082	135485081
chr1	135496690	135497338	649	62.61898062	135497010	135497005
chr1	135561470	135561651	182	18.85648646	135561550	135561555
chr1	135962785	135963391	607	61.20313522	135963103	135963114
chr1	136009966	136010113	148	49.94072864	136010036	136010035
chr1	136091350	136091418	69	5.019815507	136091405	136091403
chr1	136168988	136169067	80	6.328399892	136169006	136169007
chr1	136271703	136271786	84	7.851506306	136271734	136271736
chr1	136314689	136314952	264	29.53968356	136314743	136314757
chr1	136330469	136330849	381	53.18001129	136330788	136330767
chr1	136595305	136595403	99	11.15514557	136595360	136595360
chr1	136601644	136601719	76	3.90430095	136601697	136601694
chr1	136708673	136708729	57	10.25415304	136708707	136708707
chr1	137119878	137119942	65	3.089117235	137119915	137119915
chr1	137135320	137135571	252	23.87630196	137135508	137135492
chr1	137216747	137216838	92	5.448859568	137216801	137216799
chr1	137364091	137364225	135	28.20964697	137364148	137364148
chr1	137504716	137504810	95	10.18979644	137504764	137504764
chr1	137521178	137521646	469	184.3602328	137521499	137521490
chr1	137634913	137635325	413	39.25753153	137634955	137634996
chr1	137839726	137839807	82	4.354797214	137839748	137839758
chr1	137856446	137856578	133	7.958767321	137856516	137856515
chr1	138046620	138047223	604	64.42096568	138046912	138046929
chr1	138137967	138138243	277	12.48518216	138138213	138138181
chr1	138344943	138345049	107	17.93404173	138345002	138345000
chr1	138710138	138710242	105	19.11391289	138710200	138710196
chr1	138967178	138967987	810	152.6753289	138967702	138967697
chr1	139243826	139244550	725	90.8286276	139244168	139244187
chr1	139444699	139444815	117	4.655128056	139444804	139444759
chr1	140661550	140661643	94	6.800348358	140661589	140661589
chr1	140862264	140862290	27	2.123768099	140862272	140862272
chr1	141100734	141100809	76	16.73271836	141100754	141100755
chr1	141150228	141150256	29	3.990109762	141150237	141150238
chr1	141211210	141211301	92	12.29211233	141211279	141211275
chr1	141969135	141969305	171	20.83008913	141969225	141969225
chr1	142167275	142167500	226	38.97865289	142167422	142167422
chr1	142269951	142270602	652	27.93076833	142270327	142270293
chr1	143275352	143275527	176	22.13867352	143275404	143275416
chr1	143641929	143642003	75	2.98185622	143641957	143641951
chr1	143653994	143654577	584	40.78063795	143654333	143654289
chr1	143790242	143790479	238	28.68159544	143790392	143790381
chr1	143877042	143877098	57	4.247536198	143877054	143877056
chr1	144095105	144095166	62	4.483510432	144095147	144095144
chr1	144268388	144268465	78	5.792094816	144268421	144268422
chr1	144421855	144421929	75	3.90430095	144421881	144421882
chr1	144435490	144435806	317	13.10729605	144435769	144435679
chr1	144484395	144484518	124	8.645237818	144484451	144484453
chr1	144509975	144510191	217	50.17670287	144510101	144510099
chr1	144775016	144775673	658	158.1456407	144775539	144775500
chr1	144906929	144907014	86	14.13700179	144906948	144906948
chr1	144971153	144972151	999	79.41605559	144971762	144971697
chr1	145164746	145165295	550	64.87146194	145164911	145164933
chr1	145619001	145619138	138	32.24266114	145619055	145619055
chr1	147052800	147052858	59	9.846561187	147052818	147052820
chr1	147127048	147127077	30	0.064356609	147127080	147127067
chr1	149027943	149028080	138	10.57593609	149028006	149028006
chr1	149164910	149165050	141	5.577572786	149164957	149164983
chr1	149215748	149216118	371	45.50012261	149216056	149216003
chr1	149677488	149677549	62	3.067665032	149677508	149677505
chr1	149930863	149931009	147	12.50663436	149930951	149930946
chr1	150018039	150018119	81	5.792094816	150018069	150018071
chr1	150405588	150405744	157	16.3251265	150405690	150405682
chr1	150694349	150694448	100	6.542921922	150694406	150694407
chr1	150846253	150846780	528	44.36315585	150846704	150846665
chr1	151048554	151048616	63	6.757443952	151048577	151048577
chr1	151225264	151225335	72	3.668326717	151225310	151225308
chr1	151268881	151269618	738	68.99028492	151269588	151269534
chr1	151893091	151893464	374	20.22942745	151893368	151893342
chr1	152046197	152046700	504	19.60731356	152046634	152046546
chr1	152160194	152160233	40	5.877903628	152160218	152160218
chr1	152278898	152279276	379	123.6075938	152279020	152279025
chr1	152433047	152433827	781	63.13383349	152433395	152433440
chr1	152743985	152744175	191	42.71133622	152744060	152744063
chr1	152749404	152749510	107	11.11224117	152749479	152749477
chr1	152754957	152755805	849	375.2204831	152755479	152755465
chr1	152784274	152784365	92	5.491763974	152784336	152784330
chr1	152795357	152795468	112	11.17659777	152795437	152795435
chr1	152940693	152940722	30	1.973602678	152940714	152940704
chr1	152970035	152970141	107	14.2013584	152970065	152970069
chr1	153195879	153196226	348	17.37628445	153195924	153195968
chr1	153422422	153422508	87	9.288803909	153422464	153422464
chr1	153431566	153432635	1070	305.8011541	153431996	153431978
chr1	153440906	153441005	100	5.706286004	153440970	153440966
chr1	153623189	153623287	99	7.744245291	153623247	153623248
chr1	153717931	153718299	369	32.75751401	153718035	153718057
chr1	153914577	153915056	480	57.62061732	153914938	153914912
chr1	154004883	154004940	58	3.797039935	154004913	154004913
chr1	154103109	154104671	1563	470.0606726	154103881	154103883
chr1	154234466	154234793	328	14.28716721	154234497	154234550
chr1	154653234	154653418	185	21.55946404	154653271	154653296
chr1	154727870	154728022	153	36.40438853	154727975	154727969
chr1	155051763	155052468	706	37.67006851	155052355	155052208
chr1	155231342	155231789	448	80.98206641	155231656	155231653
chr1	155598856	155599002	147	8.430715788	155598935	155598932
chr1	155663451	155663803	353	22.28883894	155663737	155663698
chr1	155693681	155694183	503	130.6439164	155694047	155694029
chr1	155699690	155700048	359	117.7725946	155700000	155699947
chr1	155953136	155953268	133	4.740936868	155953210	155953199
chr1	155984388	155984518	131	16.88288378	155984446	155984446
chr1	156019915	156019978	64	7.830054103	156019965	156019962
chr1	156486521	156486882	362	32.86477503	156486593	156486625
chr1	156702307	156702371	65	4.268988401	156702338	156702338
chr1	156902339	156902677	339	22.95385723	156902608	156902579
chr1	156949522	156950154	633	107.9474856	156950078	156950047
chr1	156986937	156987039	103	7.122131403	156986999	156986998
chr1	157150301	157150792	492	93.6817706	157150637	157150607
chr1	157466913	157467243	331	25.09907754	157467171	157467144
chr1	158156786	158156969	184	17.52644987	158156878	158156883
chr1	158222956	158223505	550	72.68006384	158223283	158223249
chr1	158379531	158379706	176	14.05119298	158379588	158379599
chr1	159092722	159092875	154	9.331708315	159092800	159092802
chr1	159152273	159152344	72	11.21950218	159152312	159152312
chr1	159307336	159307633	298	35.09580414	159307485	159307485
chr1	159347885	159347953	69	3.110569438	159347916	159347917
chr1	159435063	159435123	61	3.775587732	159435083	159435082
chr1	159694835	159694926	92	6.778896155	159694889	159694887
chr1	159983887	159983964	78	13.72940993	159983940	159983939
chr1	160014582	160014614	33	2.788786393	160014603	160014603
chr1	160025419	160026167	749	94.62566753	160025733	160025741
chr1	160063421	160063583	163	13.66505333	160063505	160063506
chr1	160079882	160080548	667	68.02493578	160080164	160080202
chr1	160155202	160155640	439	60.3450471	160155517	160155500
chr1	160240483	160241001	519	95.67682548	160240869	160240851
chr1	160247108	160247493	386	12.91422622	160247437	160247359
chr1	160431842	160431928	87	4.226083995	160431874	160431875
chr1	160437366	160437843	478	75.85498989	160437695	160437682
chr1	161089682	161089776	95	5.405955162	161089725	161089726
chr1	161103935	161104004	70	3.089117235	161103966	161103966
chr1	161584224	161584333	110	5.513216177	161584302	161584288
chr1	161890620	161891019	400	15.53139499	161890700	161890750
chr1	162183924	162183973	50	3.496709093	162183951	162183951
chr1	162448414	162448546	133	6.392756501	162448486	162448485
chr1	162708837	162709635	799	98.78739492	162709033	162709123
chr1	163310620	163311381	762	262.6393216	163311131	163311118
chr1	163426932	163427094	163	10.57593609	163427000	163427007
chr1	163671411	163671483	73	13.36472248	163671448	163671448
chr1	163806322	163806766	445	77.3995485	163806670	163806595
chr1	163842039	163842083	45	1.544558618	163842068	163842055
chr1	163848756	163849214	459	38.20637358	163849155	163849104
chr1	163855122	163855239	118	9.567682548	163855156	163855162
chr1	164027043	164027148	106	8.151837148	164027076	164027078
chr1	164176400	164176495	96	6.414208704	164176440	164176441
chr1	164315064	164315157	94	12.33501674	164315088	164315090
chr1	164334998	164335044	47	4.869650086	164335020	164335021
chr1	164442141	164442333	193	64.72129652	164442226	164442226
chr1	164443714	164444752	1039	208.9659096	164444095	164444099
chr1	164857519	164857676	158	28.63869103	164857591	164857598
chr1	165015847	165016036	190	31.08424218	165015951	165015945
chr1	165438047	165438504	458	15.87463024	165438118	165438190
chr1	165601935	165602533	599	77.3780963	165602219	165602204
chr1	165625189	165625242	54	3.561065702	165625218	165625218
chr1	165645314	165645357	44	4.054466371	165645335	165645335
chr1	165688475	165688526	52	3.68977892	165688493	165688489
chr1	165867489	165867974	486	47.40936868	165867595	165867670
chr1	165896247	165896366	120	8.473620194	165896305	165896305
chr1	166305571	166305629	59	2.359742332	166305603	166305608
chr1	166710959	166711686	728	132.2528316	166711133	166711197
chr1	167195612	167196397	786	155.1852367	167196135	167196092
chr1	167352461	167352552	92	9.65349136	167352521	167352518
chr1	167462605	167462632	28	2.338290129	167462626	167462628
chr1	167789176	167789355	180	12.42082555	167789254	167789263
chr1	167902767	167902809	43	6.242591079	167902798	167902797
chr1	167998436	167998552	117	6.135330064	167998460	167998474
chr1	168101631	168101784	154	12.91422622	168101714	168101713
chr1	168158223	168159184	962	195.5368305	168158784	168158784
chr1	168222859	168222951	93	6.628730734	168222904	168222902
chr1	168461011	168461072	62	2.76733419	168461047	168461043
chr1	168521585	168522975	1391	561.0394656	168522284	168522286
chr1	168729620	168730340	721	81.43256267	168729799	168729837
chr1	168783280	168783375	96	6.757443952	168783304	168783309
chr1	169330890	169331033	144	8.194741554	169330955	169330954
chr1	169368312	169368340	29	3.217830453	169368325	169368325
chr1	170434656	170434745	90	8.859759848	170434725	170434717
chr1	170440921	170440984	64	3.303639265	170440964	170440962
chr1	170578860	170579248	389	45.95061887	170578963	170578974
chr1	170646838	170646899	62	5.577572786	170646873	170646873
chr1	170817492	170817654	163	19.28553052	170817601	170817592
